"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M12","Denmark","Total","Total","From 35 to 64 years","Asylum applicant","Person","390"
"2015M12","Denmark","Total","Total","From 35 to 64 years","First time applicant","Person","390"
"2015M12","Denmark","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M12","Denmark","Total","Total","65 years or over","First time applicant","Person","15"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","Asylum applicant","Person","11 730"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","First time applicant","Person","11 345"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","Asylum applicant","Person","2 320"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","First time applicant","Person","2 235"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","Asylum applicant","Person","25 155"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","First time applicant","Person","24 560"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","Asylum applicant","Person","8 835"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","First time applicant","Person","8 365"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","Asylum applicant","Person","230"
"2015M12","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","First time applicant","Person","225"
"2015M12","Estonia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M12","Estonia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M12","Estonia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M12","Estonia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M12","Estonia","Total","Total","From 18 to 34 years","Asylum applicant","Person","5"
"2015M12","Estonia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M12","Estonia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M12","Estonia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M12","Estonia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M12","Estonia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M12","Ireland","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M12","Ireland","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M12","Ireland","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M12","Ireland","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M12","Ireland","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M12","Ireland","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M12","Ireland","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M12","Ireland","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M12","Ireland","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M12","Ireland","Total","Total","65 years or over","First time applicant","Person",":"
"2015M12","Greece","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M12","Greece","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M12","Greece","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M12","Greece","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M12","Greece","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M12","Greece","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M12","Greece","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M12","Greece","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M12","Greece","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M12","Greece","Total","Total","65 years or over","First time applicant","Person",":"
"2015M12","Spain","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M12","Spain","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M12","Spain","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M12","Spain","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M12","Spain","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M12","Spain","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M12","Spain","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M12","Spain","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M12","Spain","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M12","Spain","Total","Total","65 years or over","First time applicant","Person",":"
"2015M12","France","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M12","France","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M12","France","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M12","France","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M12","France","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M12","France","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M12","France","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M12","France","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M12","France","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M12","France","Total","Total","65 years or over","First time applicant","Person",":"
"2015M12","Croatia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M12","Croatia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M12","Croatia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M12","Croatia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M12","Croatia","Total","Total","From 18 to 34 years","Asylum applicant","Person","15"
"2015M12","Croatia","Total","Total","From 18 to 34 years","First time applicant","Person","10"
"2015M12","Croatia","Total","Total","From 35 to 64 years","Asylum applicant","Person","0"
"2015M12","Croatia","Total","Total","From 35 to 64 years","First time applicant","Person","0"
"2015M12","Croatia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M12","Croatia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M12","Italy","Total","Total","Less than 14 years","Asylum applicant","Person","200"
"2015M12","Italy","Total","Total","Less than 14 years","First time applicant","Person","195"
"2015M12","Italy","Total","Total","From 14 to 17 years","Asylum applicant","Person","490"
"2015M12","Italy","Total","Total","From 14 to 17 years","First time applicant","Person","490"
"2015M12","Italy","Total","Total","From 18 to 34 years","Asylum applicant","Person","4 735"
"2015M12","Italy","Total","Total","From 18 to 34 years","First time applicant","Person","4 710"
"2015M12","Italy","Total","Total","From 35 to 64 years","Asylum applicant","Person","690"
"2015M12","Italy","Total","Total","From 35 to 64 years","First time applicant","Person","670"
"2015M12","Italy","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M12","Italy","Total","Total","65 years or over","First time applicant","Person","5"
"2015M12","Cyprus","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M12","Cyprus","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M12","Cyprus","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M12","Cyprus","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M12","Cyprus","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M12","Cyprus","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M12","Cyprus","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M12","Cyprus","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M12","Cyprus","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M12","Cyprus","Total","Total","65 years or over","First time applicant","Person",":"
"2015M12","Latvia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M12","Latvia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M12","Latvia","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M12","Latvia","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M12","Latvia","Total","Total","From 18 to 34 years","Asylum applicant","Person","0"
"2015M12","Latvia","Total","Total","From 18 to 34 years","First time applicant","Person","0"
"2015M12","Latvia","Total","Total","From 35 to 64 years","Asylum applicant","Person","0"
"2015M12","Latvia","Total","Total","From 35 to 64 years","First time applicant","Person","0"
"2015M12","Latvia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M12","Latvia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M12","Lithuania","Total","Total","Less than 14 years","Asylum applicant","Person","5"
"2015M12","Lithuania","Total","Total","Less than 14 years","First time applicant","Person","5"
"2015M12","Lithuania","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M12","Lithuania","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M12","Lithuania","Total","Total","From 18 to 34 years","Asylum applicant","Person","15"
"2015M12","Lithuania","Total","Total","From 18 to 34 years","First time applicant","Person","15"
"2015M12","Lithuania","Total","Total","From 35 to 64 years","Asylum applicant","Person","10"
"2015M12","Lithuania","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M12","Lithuania","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M12","Lithuania","Total","Total","65 years or over","First time applicant","Person","0"
"2015M12","Luxembourg","Total","Total","Less than 14 years","Asylum applicant","Person",":"
"2015M12","Luxembourg","Total","Total","Less than 14 years","First time applicant","Person",":"
"2015M12","Luxembourg","Total","Total","From 14 to 17 years","Asylum applicant","Person",":"
"2015M12","Luxembourg","Total","Total","From 14 to 17 years","First time applicant","Person",":"
"2015M12","Luxembourg","Total","Total","From 18 to 34 years","Asylum applicant","Person",":"
"2015M12","Luxembourg","Total","Total","From 18 to 34 years","First time applicant","Person",":"
"2015M12","Luxembourg","Total","Total","From 35 to 64 years","Asylum applicant","Person",":"
"2015M12","Luxembourg","Total","Total","From 35 to 64 years","First time applicant","Person",":"
"2015M12","Luxembourg","Total","Total","65 years or over","Asylum applicant","Person",":"
"2015M12","Luxembourg","Total","Total","65 years or over","First time applicant","Person",":"
